Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-02 03:00:00,Germany,Germany,DE,205.28,258.43,77.55,68.75,entsoe.eu,false,
2023-01-02 04:00:00,Germany,Germany,DE,213.93,266.47,76.89,68.25,entsoe.eu,false,
2023-01-02 05:00:00,Germany,Germany,DE,236.74,289.15,74.87,66.62,entsoe.eu,false,
2023-01-02 06:00:00,Germany,Germany,DE,266.44,319.49,72.34,65.17,entsoe.eu,false,
2023-01-02 07:00:00,Germany,Germany,DE,267.4,319.81,72.38,65.45,entsoe.eu,false,
2023-01-02 08:00:00,Germany,Germany,DE,277.71,330.38,71.71,65.97,entsoe.eu,false,
2023-01-02 09:00:00,Germany,Germany,DE,290.14,342.89,71.31,66.52,entsoe.eu,false,
2023-01-02 10:00:00,Germany,Germany,DE,289.53,342.42,71.31,66.91,entsoe.eu,false,
2023-01-02 11:00:00,Germany,Germany,DE,282.88,336.0,71.47,66.55,entsoe.eu,false,
2023-01-02 12:00:00,Germany,Germany,DE,291.79,345.5,70.32,64.63,entsoe.eu,false,
2023-01-02 13:00:00,Germany,Germany,DE,308.55,363.07,68.62,62.88,entsoe.eu,false,
2023-01-02 14:00:00,Germany,Germany,DE,325.79,381.45,67.05,60.54,entsoe.eu,false,
2023-01-02 15:00:00,Germany,Germany,DE,337.21,393.09,66.61,60.11,entsoe.eu,false,
2023-01-02 16:00:00,Germany,Germany,DE,347.4,401.34,67.64,62.42,entsoe.eu,false,
2023-01-02 17:00:00,Germany,Germany,DE,353.33,407.79,67.27,63.5,entsoe.eu,false,
2023-01-02 18:00:00,Germany,Germany,DE,351.52,407.32,66.43,62.58,entsoe.eu,false,
2023-01-02 19:00:00,Germany,Germany,DE,352.16,411.08,64.37,60.26,entsoe.eu,false,
2023-01-02 20:00:00,Germany,Germany,DE,356.82,416.86,63.55,59.13,entsoe.eu,false,
2023-01-02 21:00:00,Germany,Germany,DE,363.09,423.87,62.85,58.11,entsoe.eu,false,
2023-01-02 22:00:00,Germany,Germany,DE,361.89,423.14,62.96,58.22,entsoe.eu,false,
2023-01-02 23:00:00,Germany,Germany,DE,365.98,427.47,62.68,57.42,entsoe.eu,false,
2023-01-03 00:00:00,Germany,Germany,DE,374.07,436.37,61.9,56.37,entsoe.eu,false,
2023-01-03 01:00:00,Germany,Germany,DE,377.06,440.29,61.66,55.65,entsoe.eu,false,
2023-01-03 02:00:00,Germany,Germany,DE,386.31,450.53,60.75,53.77,entsoe.eu,false,
2023-01-03 03:00:00,Germany,Germany,DE,399.39,464.94,59.37,51.65,entsoe.eu,false,
2023-01-03 04:00:00,Germany,Germany,DE,420.84,488.4,57.15,49.2,entsoe.eu,false,
2023-01-03 05:00:00,Germany,Germany,DE,446.8,515.87,54.27,46.28,entsoe.eu,false,
2023-01-03 06:00:00,Germany,Germany,DE,466.72,535.36,53.66,46.81,entsoe.eu,false,
2023-01-03 07:00:00,Germany,Germany,DE,479.79,547.84,53.08,46.03,entsoe.eu,false,
2023-01-03 08:00:00,Germany,Germany,DE,477.94,545.36,53.6,47.04,entsoe.eu,false,
2023-01-03 09:00:00,Germany,Germany,DE,461.22,529.43,54.03,47.77,entsoe.eu,false,
2023-01-03 10:00:00,Germany,Germany,DE,446.55,513.54,55.87,50.08,entsoe.eu,false,
2023-01-03 11:00:00,Germany,Germany,DE,440.16,508.22,55.55,49.08,entsoe.eu,false,
2023-01-03 12:00:00,Germany,Germany,DE,449.35,517.7,54.76,47.83,entsoe.eu,false,
2023-01-03 13:00:00,Germany,Germany,DE,461.86,531.15,53.34,45.65,entsoe.eu,false,
2023-01-03 14:00:00,Germany,Germany,DE,479.25,548.81,52.17,43.88,entsoe.eu,false,
2023-01-03 15:00:00,Germany,Germany,DE,477.55,545.31,53.07,44.68,entsoe.eu,false,
2023-01-03 16:00:00,Germany,Germany,DE,462.62,526.34,56.12,49.46,entsoe.eu,false,
2023-01-03 17:00:00,Germany,Germany,DE,447.41,511.93,55.94,49.83,entsoe.eu,false,
2023-01-03 18:00:00,Germany,Germany,DE,428.22,492.7,55.87,49.62,entsoe.eu,false,
2023-01-03 19:00:00,Germany,Germany,DE,406.61,468.52,58.34,52.89,entsoe.eu,false,
2023-01-03 20:00:00,Germany,Germany,DE,366.84,425.94,62.04,56.19,entsoe.eu,false,
2023-01-03 21:00:00,Germany,Germany,DE,339.22,396.14,65.0,59.55,entsoe.eu,false,
2023-01-03 22:00:00,Germany,Germany,DE,290.9,344.96,69.64,64.43,entsoe.eu,false,
2023-01-03 23:00:00,Germany,Germany,DE,225.28,275.55,75.48,69.62,entsoe.eu,false,
2023-01-04 00:00:00,Germany,Germany,DE,203.09,251.27,77.82,72.12,entsoe.eu,false,
2023-01-04 01:00:00,Germany,Germany,DE,200.83,248.53,78.03,72.17,entsoe.eu,false,
2023-01-04 02:00:00,Germany,Germany,DE,200.2,248.08,78.03,71.39,entsoe.eu,false,
2023-01-04 03:00:00,Germany,Germany,DE,194.91,242.13,78.55,71.72,entsoe.eu,false,
2023-01-04 04:00:00,Germany,Germany,DE,188.55,233.97,79.47,74.03,entsoe.eu,false,
2023-01-04 05:00:00,Germany,Germany,DE,179.81,223.1,80.69,76.69,entsoe.eu,false,
2023-01-04 06:00:00,Germany,Germany,DE,182.26,225.5,80.52,76.82,entsoe.eu,false,
2023-01-04 07:00:00,Germany,Germany,DE,195.17,237.89,80.48,77.14,entsoe.eu,false,
2023-01-04 08:00:00,Germany,Germany,DE,195.83,238.37,80.53,77.32,entsoe.eu,false,
2023-01-04 09:00:00,Germany,Germany,DE,183.71,226.93,80.55,76.89,entsoe.eu,false,
2023-01-04 10:00:00,Germany,Germany,DE,186.04,228.2,81.18,77.68,entsoe.eu,false,
2023-01-04 11:00:00,Germany,Germany,DE,180.74,222.33,81.74,78.27,entsoe.eu,false,
2023-01-04 12:00:00,Germany,Germany,DE,168.45,210.31,82.2,78.34,entsoe.eu,false,
2023-01-04 13:00:00,Germany,Germany,DE,166.31,208.44,82.1,78.19,entsoe.eu,false,
2023-01-04 14:00:00,Germany,Germany,DE,168.05,209.92,82.13,78.12,entsoe.eu,false,
2023-01-04 15:00:00,Germany,Germany,DE,180.42,221.88,82.02,78.21,entsoe.eu,false,
2023-01-04 16:00:00,Germany,Germany,DE,197.13,237.87,81.78,78.63,entsoe.eu,false,
2023-01-04 17:00:00,Germany,Germany,DE,189.4,232.05,80.79,77.56,entsoe.eu,false,
2023-01-04 18:00:00,Germany,Germany,DE,186.05,229.21,80.53,77.25,entsoe.eu,false,
2023-01-04 19:00:00,Germany,Germany,DE,181.82,224.92,80.59,77.25,entsoe.eu,false,
2023-01-04 20:00:00,Germany,Germany,DE,182.99,225.84,80.64,77.29,entsoe.eu,false,
2023-01-04 21:00:00,Germany,Germany,DE,184.52,227.68,80.42,77.0,entsoe.eu,false,
2023-01-04 22:00:00,Germany,Germany,DE,184.21,227.54,80.41,76.93,entsoe.eu,false,
2023-01-04 23:00:00,Germany,Germany,DE,205.18,251.09,78.24,74.5,entsoe.eu,false,
2023-01-05 00:00:00,Germany,Germany,DE,212.23,259.0,77.55,73.71,entsoe.eu,false,
2023-01-05 01:00:00,Germany,Germany,DE,211.36,258.3,77.58,73.69,entsoe.eu,false,
2023-01-05 02:00:00,Germany,Germany,DE,213.53,260.55,77.42,73.53,entsoe.eu,false,
2023-01-05 03:00:00,Germany,Germany,DE,214.45,260.9,77.41,73.63,entsoe.eu,false,
2023-01-05 04:00:00,Germany,Germany,DE,211.89,257.78,77.57,73.94,entsoe.eu,false,
2023-01-05 05:00:00,Germany,Germany,DE,228.07,275.4,75.55,72.03,entsoe.eu,false,
2023-01-05 06:00:00,Germany,Germany,DE,250.76,299.69,73.24,69.83,entsoe.eu,false,
2023-01-05 07:00:00,Germany,Germany,DE,271.35,321.6,71.71,68.28,entsoe.eu,false,
2023-01-05 08:00:00,Germany,Germany,DE,283.99,334.84,71.11,67.63,entsoe.eu,false,
2023-01-05 09:00:00,Germany,Germany,DE,290.45,343.48,69.68,66.16,entsoe.eu,false,
2023-01-05 10:00:00,Germany,Germany,DE,295.73,349.76,68.91,65.42,entsoe.eu,false,
2023-01-05 11:00:00,Germany,Germany,DE,307.38,362.43,67.72,63.5,entsoe.eu,false,
2023-01-05 12:00:00,Germany,Germany,DE,325.45,382.23,66.02,60.8,entsoe.eu,false,
2023-01-05 13:00:00,Germany,Germany,DE,354.81,414.35,63.26,57.2,entsoe.eu,false,
2023-01-05 14:00:00,Germany,Germany,DE,384.16,447.07,60.03,52.2,entsoe.eu,false,
2023-01-05 15:00:00,Germany,Germany,DE,415.67,480.57,57.54,48.6,entsoe.eu,false,
2023-01-05 16:00:00,Germany,Germany,DE,428.32,490.62,58.67,49.99,entsoe.eu,false,
2023-01-05 17:00:00,Germany,Germany,DE,442.4,505.49,57.93,50.24,entsoe.eu,false,
2023-01-05 18:00:00,Germany,Germany,DE,442.71,506.82,57.42,49.87,entsoe.eu,false,
2023-01-05 19:00:00,Germany,Germany,DE,448.54,514.45,55.96,47.61,entsoe.eu,false,
2023-01-05 20:00:00,Germany,Germany,DE,439.89,508.27,54.8,45.33,entsoe.eu,false,
2023-01-05 21:00:00,Germany,Germany,DE,411.6,479.44,56.78,47.1,entsoe.eu,false,
2023-01-05 22:00:00,Germany,Germany,DE,384.01,450.92,58.82,48.07,entsoe.eu,false,
2023-01-05 23:00:00,Germany,Germany,DE,373.23,440.43,59.92,51.47,entsoe.eu,false,
2023-01-06 00:00:00,Germany,Germany,DE,359.68,425.77,61.35,53.63,entsoe.eu,false,
2023-01-06 01:00:00,Germany,Germany,DE,340.06,404.84,62.95,56.0,entsoe.eu,false,
2023-01-06 02:00:00,Germany,Germany,DE,308.34,369.46,66.18,58.23,entsoe.eu,false,
2023-01-06 03:00:00,Germany,Germany,DE,286.73,345.24,68.33,60.41,entsoe.eu,false,
2023-01-06 04:00:00,Germany,Germany,DE,297.33,356.35,66.49,59.55,entsoe.eu,false,
2023-01-06 05:00:00,Germany,Germany,DE,307.33,367.8,64.48,59.41,entsoe.eu,false,
2023-01-06 06:00:00,Germany,Germany,DE,316.48,377.36,63.86,59.89,entsoe.eu,false,
2023-01-06 07:00:00,Germany,Germany,DE,321.75,381.9,63.82,60.01,entsoe.eu,false,
2023-01-06 08:00:00,Germany,Germany,DE,304.32,362.84,65.69,62.01,entsoe.eu,false,
2023-01-06 09:00:00,Germany,Germany,DE,289.64,346.92,67.14,63.62,entsoe.eu,false,
2023-01-06 10:00:00,Germany,Germany,DE,272.21,328.46,68.88,65.42,entsoe.eu,false,
2023-01-06 11:00:00,Germany,Germany,DE,265.56,321.33,69.59,66.12,entsoe.eu,false,
2023-01-06 12:00:00,Germany,Germany,DE,268.17,323.82,69.56,66.04,entsoe.eu,false,
2023-01-06 13:00:00,Germany,Germany,DE,294.54,352.95,66.59,62.86,entsoe.eu,false,
2023-01-06 14:00:00,Germany,Germany,DE,327.13,388.62,62.9,58.25,entsoe.eu,false,
2023-01-06 15:00:00,Germany,Germany,DE,352.45,413.78,62.26,57.16,entsoe.eu,false,
2023-01-06 16:00:00,Germany,Germany,DE,363.64,422.58,63.57,58.7,entsoe.eu,false,
2023-01-06 17:00:00,Germany,Germany,DE,353.32,411.59,65.07,60.19,entsoe.eu,false,
2023-01-06 18:00:00,Germany,Germany,DE,345.45,403.35,66.39,60.74,entsoe.eu,false,
2023-01-06 19:00:00,Germany,Germany,DE,329.49,390.05,65.5,58.8,entsoe.eu,false,
2023-01-06 20:00:00,Germany,Germany,DE,311.03,371.98,66.63,59.73,entsoe.eu,false,
2023-01-06 21:00:00,Germany,Germany,DE,309.4,371.11,66.65,59.64,entsoe.eu,false,
2023-01-06 22:00:00,Germany,Germany,DE,286.97,349.06,68.16,60.22,entsoe.eu,false,
2023-01-06 23:00:00,Germany,Germany,DE,268.23,329.66,70.3,60.37,entsoe.eu,false,
2023-01-07 00:00:00,Germany,Germany,DE,269.31,330.7,70.74,60.55,entsoe.eu,false,
2023-01-07 01:00:00,Germany,Germany,DE,254.2,314.17,72.14,61.56,entsoe.eu,false,
2023-01-07 02:00:00,Germany,Germany,DE,236.81,294.99,73.73,62.71,entsoe.eu,false,
2023-01-07 03:00:00,Germany,Germany,DE,232.95,290.48,73.86,62.55,entsoe.eu,false,
2023-01-07 04:00:00,Germany,Germany,DE,228.14,286.27,73.62,62.64,entsoe.eu,false,
2023-01-07 05:00:00,Germany,Germany,DE,241.32,300.67,72.26,61.92,entsoe.eu,false,
2023-01-07 06:00:00,Germany,Germany,DE,253.21,313.16,71.25,61.58,entsoe.eu,false,
2023-01-07 07:00:00,Germany,Germany,DE,252.61,312.13,71.69,62.36,entsoe.eu,false,
2023-01-07 08:00:00,Germany,Germany,DE,256.97,316.02,71.95,62.99,entsoe.eu,false,
2023-01-07 09:00:00,Germany,Germany,DE,251.93,309.52,73.41,65.34,entsoe.eu,false,
2023-01-07 10:00:00,Germany,Germany,DE,234.11,291.9,73.84,65.72,entsoe.eu,false,
2023-01-07 11:00:00,Germany,Germany,DE,222.51,279.5,74.89,66.91,entsoe.eu,false,
2023-01-07 12:00:00,Germany,Germany,DE,221.52,278.37,75.15,67.0,entsoe.eu,false,
2023-01-07 13:00:00,Germany,Germany,DE,229.7,286.72,74.49,65.91,entsoe.eu,false,
2023-01-07 14:00:00,Germany,Germany,DE,247.53,303.9,73.56,64.18,entsoe.eu,false,
2023-01-07 15:00:00,Germany,Germany,DE,257.82,311.8,73.83,64.31,entsoe.eu,false,
2023-01-07 16:00:00,Germany,Germany,DE,258.79,309.94,75.08,67.11,entsoe.eu,false,
2023-01-07 17:00:00,Germany,Germany,DE,248.04,300.12,74.36,67.43,entsoe.eu,false,
2023-01-07 18:00:00,Germany,Germany,DE,225.34,277.84,75.11,68.27,entsoe.eu,false,
2023-01-07 19:00:00,Germany,Germany,DE,196.85,248.17,77.39,70.5,entsoe.eu,false,
2023-01-07 20:00:00,Germany,Germany,DE,169.39,219.7,79.37,71.79,entsoe.eu,false,
2023-01-07 21:00:00,Germany,Germany,DE,171.88,222.75,78.99,71.8,entsoe.eu,false,
2023-01-07 22:00:00,Germany,Germany,DE,170.67,221.34,79.17,72.3,entsoe.eu,false,
2023-01-07 23:00:00,Germany,Germany,DE,162.51,211.35,81.31,73.95,entsoe.eu,false,
2023-01-08 00:00:00,Germany,Germany,DE,161.84,210.46,81.8,74.09,entsoe.eu,false,
2023-01-08 01:00:00,Germany,Germany,DE,166.81,216.39,81.33,73.51,entsoe.eu,false,
2023-01-08 02:00:00,Germany,Germany,DE,172.81,223.17,80.64,71.93,entsoe.eu,false,
2023-01-08 03:00:00,Germany,Germany,DE,171.86,222.62,80.6,71.57,entsoe.eu,false,
2023-01-08 04:00:00,Germany,Germany,DE,172.68,223.86,80.45,70.93,entsoe.eu,false,
2023-01-08 05:00:00,Germany,Germany,DE,177.73,229.91,79.98,70.31,entsoe.eu,false,
2023-01-08 06:00:00,Germany,Germany,DE,177.79,230.04,79.81,69.86,entsoe.eu,false,
2023-01-08 07:00:00,Germany,Germany,DE,175.97,228.1,79.89,69.67,entsoe.eu,false,
2023-01-08 08:00:00,Germany,Germany,DE,191.99,245.02,78.65,69.28,entsoe.eu,false,
2023-01-08 09:00:00,Germany,Germany,DE,207.56,262.17,77.28,68.81,entsoe.eu,false,
2023-01-08 10:00:00,Germany,Germany,DE,222.51,276.88,76.77,69.22,entsoe.eu,false,
2023-01-08 11:00:00,Germany,Germany,DE,221.94,277.31,76.13,68.28,entsoe.eu,false,
2023-01-08 12:00:00,Germany,Germany,DE,226.0,281.78,75.69,66.81,entsoe.eu,false,
2023-01-08 13:00:00,Germany,Germany,DE,246.27,304.02,73.53,64.3,entsoe.eu,false,
2023-01-08 14:00:00,Germany,Germany,DE,267.08,324.14,73.03,63.56,entsoe.eu,false,
2023-01-08 15:00:00,Germany,Germany,DE,265.63,321.88,73.24,63.95,entsoe.eu,false,
2023-01-08 16:00:00,Germany,Germany,DE,271.21,323.4,75.25,67.18,entsoe.eu,false,
2023-01-08 17:00:00,Germany,Germany,DE,272.83,324.08,75.8,68.13,entsoe.eu,false,
2023-01-08 18:00:00,Germany,Germany,DE,275.97,328.67,74.95,67.62,entsoe.eu,false,
2023-01-08 19:00:00,Germany,Germany,DE,273.25,326.71,74.38,66.93,entsoe.eu,false,
2023-01-08 20:00:00,Germany,Germany,DE,271.09,326.23,73.05,64.88,entsoe.eu,false,
2023-01-08 21:00:00,Germany,Germany,DE,261.46,317.65,72.42,63.59,entsoe.eu,false,
2023-01-08 22:00:00,Germany,Germany,DE,250.37,306.0,73.28,64.85,entsoe.eu,false,
2023-01-08 23:00:00,Germany,Germany,DE,229.19,283.42,75.24,66.55,entsoe.eu,false,
2023-01-09 00:00:00,Germany,Germany,DE,207.54,260.69,77.21,68.1,entsoe.eu,false,
2023-01-09 01:00:00,Germany,Germany,DE,207.47,260.39,77.11,67.82,entsoe.eu,false,
2023-01-09 02:00:00,Germany,Germany,DE,218.74,272.13,76.17,66.75,entsoe.eu,false,
2023-01-09 03:00:00,Germany,Germany,DE,246.2,300.89,73.55,64.11,entsoe.eu,false,
2023-01-09 04:00:00,Germany,Germany,DE,278.98,335.76,70.37,61.44,entsoe.eu,false,
2023-01-09 05:00:00,Germany,Germany,DE,325.49,384.48,65.79,57.55,entsoe.eu,false,
2023-01-09 06:00:00,Germany,Germany,DE,357.16,416.81,63.14,56.46,entsoe.eu,false,
2023-01-09 07:00:00,Germany,Germany,DE,364.79,424.09,62.82,56.79,entsoe.eu,false,
2023-01-09 08:00:00,Germany,Germany,DE,373.23,431.61,62.84,57.07,entsoe.eu,false,
2023-01-09 09:00:00,Germany,Germany,DE,376.57,435.85,62.29,56.83,entsoe.eu,false,
2023-01-09 10:00:00,Germany,Germany,DE,372.0,432.66,61.57,55.96,entsoe.eu,false,
2023-01-09 11:00:00,Germany,Germany,DE,381.97,443.16,60.83,54.68,entsoe.eu,false,
2023-01-09 12:00:00,Germany,Germany,DE,403.84,466.9,58.68,51.89,entsoe.eu,false,
2023-01-09 13:00:00,Germany,Germany,DE,421.11,485.39,57.36,50.59,entsoe.eu,false,
2023-01-09 14:00:00,Germany,Germany,DE,440.65,506.1,55.84,48.75,entsoe.eu,false,
2023-01-09 15:00:00,Germany,Germany,DE,450.83,514.59,56.57,49.76,entsoe.eu,false,
2023-01-09 16:00:00,Germany,Germany,DE,444.31,506.35,57.91,51.25,entsoe.eu,false,
2023-01-09 17:00:00,Germany,Germany,DE,448.46,511.56,57.02,51.49,entsoe.eu,false,
2023-01-09 18:00:00,Germany,Germany,DE,447.9,511.78,56.52,51.18,entsoe.eu,false,
2023-01-09 19:00:00,Germany,Germany,DE,444.48,509.47,55.83,50.43,entsoe.eu,false,
2023-01-09 20:00:00,Germany,Germany,DE,446.71,513.2,54.88,49.91,entsoe.eu,false,
2023-01-09 21:00:00,Germany,Germany,DE,439.31,506.31,55.2,50.27,entsoe.eu,false,
2023-01-09 22:00:00,Germany,Germany,DE,426.58,492.1,56.69,51.12,entsoe.eu,false,
2023-01-09 23:00:00,Germany,Germany,DE,413.97,477.71,57.95,51.38,entsoe.eu,false,
2023-01-10 00:00:00,Germany,Germany,DE,403.81,466.4,59.14,52.16,entsoe.eu,false,
2023-01-10 01:00:00,Germany,Germany,DE,393.43,455.62,59.98,52.59,entsoe.eu,false,
2023-01-10 02:00:00,Germany,Germany,DE,388.77,450.76,60.33,52.37,entsoe.eu,false,
2023-01-10 03:00:00,Germany,Germany,DE,390.2,451.98,60.15,52.31,entsoe.eu,false,
2023-01-10 04:00:00,Germany,Germany,DE,413.08,476.65,57.82,51.03,entsoe.eu,false,
2023-01-10 05:00:00,Germany,Germany,DE,440.47,505.99,55.35,49.98,entsoe.eu,false,
2023-01-10 06:00:00,Germany,Germany,DE,447.29,509.5,57.4,52.62,entsoe.eu,false,
2023-01-10 07:00:00,Germany,Germany,DE,458.48,520.61,57.17,52.57,entsoe.eu,false,
2023-01-10 08:00:00,Germany,Germany,DE,442.17,504.69,57.54,52.76,entsoe.eu,false,
2023-01-10 09:00:00,Germany,Germany,DE,423.1,485.86,58.24,53.36,entsoe.eu,false,
2023-01-10 10:00:00,Germany,Germany,DE,412.75,475.11,58.78,53.81,entsoe.eu,false,
2023-01-10 11:00:00,Germany,Germany,DE,411.38,474.12,58.36,53.21,entsoe.eu,false,
2023-01-10 12:00:00,Germany,Germany,DE,410.59,473.67,57.92,52.6,entsoe.eu,false,
2023-01-10 13:00:00,Germany,Germany,DE,423.41,487.01,56.88,51.65,entsoe.eu,false,
2023-01-10 14:00:00,Germany,Germany,DE,433.93,498.22,55.57,49.99,entsoe.eu,false,
2023-01-10 15:00:00,Germany,Germany,DE,422.41,486.05,56.2,50.33,entsoe.eu,false,
2023-01-10 16:00:00,Germany,Germany,DE,409.26,469.94,58.59,53.7,entsoe.eu,false,
2023-01-10 17:00:00,Germany,Germany,DE,393.52,453.29,59.62,55.68,entsoe.eu,false,
2023-01-10 18:00:00,Germany,Germany,DE,378.23,436.98,61.11,57.43,entsoe.eu,false,
2023-01-10 19:00:00,Germany,Germany,DE,343.09,398.93,64.77,61.39,entsoe.eu,false,
2023-01-10 20:00:00,Germany,Germany,DE,308.19,361.73,68.12,64.49,entsoe.eu,false,
2023-01-10 21:00:00,Germany,Germany,DE,282.3,333.7,70.79,66.31,entsoe.eu,false,
2023-01-10 22:00:00,Germany,Germany,DE,252.07,301.9,73.58,68.83,entsoe.eu,false,
2023-01-10 23:00:00,Germany,Germany,DE,243.77,293.98,74.12,68.72,entsoe.eu,false,
2023-01-11 00:00:00,Germany,Germany,DE,225.42,274.72,75.98,70.17,entsoe.eu,false,
2023-01-11 01:00:00,Germany,Germany,DE,221.71,270.6,76.52,71.05,entsoe.eu,false,
2023-01-11 02:00:00,Germany,Germany,DE,220.8,269.85,76.51,70.26,entsoe.eu,false,
2023-01-11 03:00:00,Germany,Germany,DE,217.89,266.32,76.84,70.47,entsoe.eu,false,
2023-01-11 04:00:00,Germany,Germany,DE,212.8,260.02,77.4,71.7,entsoe.eu,false,
2023-01-11 05:00:00,Germany,Germany,DE,232.99,280.87,75.63,70.28,entsoe.eu,false,
2023-01-11 06:00:00,Germany,Germany,DE,306.99,358.18,69.75,65.28,entsoe.eu,false,
2023-01-11 07:00:00,Germany,Germany,DE,357.07,410.78,65.88,62.18,entsoe.eu,false,
2023-01-11 08:00:00,Germany,Germany,DE,367.91,422.07,65.51,62.17,entsoe.eu,false,
2023-01-11 09:00:00,Germany,Germany,DE,370.34,426.26,64.43,60.76,entsoe.eu,false,
2023-01-11 10:00:00,Germany,Germany,DE,372.19,429.18,63.71,59.69,entsoe.eu,false,
2023-01-11 11:00:00,Germany,Germany,DE,362.86,421.21,63.07,58.26,entsoe.eu,false,
2023-01-11 12:00:00,Germany,Germany,DE,348.46,406.63,63.55,57.81,entsoe.eu,false,
2023-01-11 13:00:00,Germany,Germany,DE,352.83,411.16,63.09,57.32,entsoe.eu,false,
2023-01-11 14:00:00,Germany,Germany,DE,360.88,419.66,62.41,56.63,entsoe.eu,false,
2023-01-11 15:00:00,Germany,Germany,DE,366.83,425.83,62.07,56.3,entsoe.eu,false,
2023-01-11 16:00:00,Germany,Germany,DE,359.67,415.96,64.21,59.17,entsoe.eu,false,
2023-01-11 17:00:00,Germany,Germany,DE,354.11,408.83,65.52,62.0,entsoe.eu,false,
2023-01-11 18:00:00,Germany,Germany,DE,332.07,386.6,66.48,63.04,entsoe.eu,false,
2023-01-11 19:00:00,Germany,Germany,DE,307.86,361.96,67.91,64.27,entsoe.eu,false,
2023-01-11 20:00:00,Germany,Germany,DE,264.15,315.44,72.31,68.13,entsoe.eu,false,
2023-01-11 21:00:00,Germany,Germany,DE,232.11,281.53,75.42,71.43,entsoe.eu,false,
2023-01-11 22:00:00,Germany,Germany,DE,202.34,249.57,78.24,73.98,entsoe.eu,false,
2023-01-11 23:00:00,Germany,Germany,DE,185.49,231.0,80.0,76.35,entsoe.eu,false,
2023-01-12 00:00:00,Germany,Germany,DE,182.56,228.07,80.2,76.51,entsoe.eu,false,
2023-01-12 01:00:00,Germany,Germany,DE,192.68,239.28,79.23,75.36,entsoe.eu,false,
2023-01-12 02:00:00,Germany,Germany,DE,184.41,230.5,79.96,75.49,entsoe.eu,false,
2023-01-12 03:00:00,Germany,Germany,DE,181.4,227.23,80.16,75.15,entsoe.eu,false,
2023-01-12 04:00:00,Germany,Germany,DE,176.77,221.74,80.66,76.27,entsoe.eu,false,
2023-01-12 05:00:00,Germany,Germany,DE,182.24,227.13,80.14,75.78,entsoe.eu,false,
