Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-09 01:00:00,France,France,FR,21.58,37.72,94.9,32.72,opendata.reseaux-energies.fr,false,
2023-01-09 02:00:00,France,France,FR,21.82,38.14,94.86,33.74,opendata.reseaux-energies.fr,false,
2023-01-09 03:00:00,France,France,FR,21.37,37.68,94.99,34.48,opendata.reseaux-energies.fr,false,
2023-01-09 04:00:00,France,France,FR,20.56,36.52,95.19,33.68,opendata.reseaux-energies.fr,false,
2023-01-09 05:00:00,France,France,FR,22.13,38.34,94.74,32.45,opendata.reseaux-energies.fr,false,
2023-01-09 06:00:00,France,France,FR,24.82,41.46,94.13,32.43,opendata.reseaux-energies.fr,false,
2023-01-09 07:00:00,France,France,FR,29.41,46.57,93.39,34.34,opendata.reseaux-energies.fr,false,
2023-01-09 08:00:00,France,France,FR,29.83,47.22,93.29,35.03,opendata.reseaux-energies.fr,false,
2023-01-09 09:00:00,France,France,FR,29.8,47.87,93.1,35.01,opendata.reseaux-energies.fr,false,
2023-01-09 10:00:00,France,France,FR,28.57,46.73,93.34,35.49,opendata.reseaux-energies.fr,false,
2023-01-09 11:00:00,France,France,FR,27.21,45.4,93.57,35.91,opendata.reseaux-energies.fr,false,
2023-01-09 12:00:00,France,France,FR,25.54,43.49,93.91,35.78,opendata.reseaux-energies.fr,false,
2023-01-09 13:00:00,France,France,FR,28.51,46.96,93.23,35.24,opendata.reseaux-energies.fr,false,
2023-01-09 14:00:00,France,France,FR,29.7,48.04,92.99,34.5,opendata.reseaux-energies.fr,false,
2023-01-09 15:00:00,France,France,FR,31.09,49.38,92.67,33.38,opendata.reseaux-energies.fr,false,
2023-01-09 16:00:00,France,France,FR,33.32,51.58,92.35,33.98,opendata.reseaux-energies.fr,false,
2023-01-09 17:00:00,France,France,FR,33.96,51.96,92.37,34.76,opendata.reseaux-energies.fr,false,
2023-01-09 18:00:00,France,France,FR,33.73,51.48,92.48,35.02,opendata.reseaux-energies.fr,false,
2023-01-09 19:00:00,France,France,FR,32.75,50.42,92.58,32.8,opendata.reseaux-energies.fr,false,
2023-01-09 20:00:00,France,France,FR,27.63,44.08,93.78,29.6,opendata.reseaux-energies.fr,false,
2023-01-09 21:00:00,France,France,FR,23.67,39.31,94.72,28.46,opendata.reseaux-energies.fr,false,
2023-01-09 22:00:00,France,France,FR,24.44,40.72,94.38,26.88,opendata.reseaux-energies.fr,false,
2023-01-09 23:00:00,France,France,FR,26.41,42.82,94.26,25.88,opendata.reseaux-energies.fr,false,
2023-01-10 00:00:00,France,France,FR,24.63,40.91,94.35,24.79,opendata.reseaux-energies.fr,false,
2023-01-10 01:00:00,France,France,FR,24.51,40.78,94.37,24.86,opendata.reseaux-energies.fr,false,
2023-01-10 02:00:00,France,France,FR,23.27,39.24,94.53,23.97,opendata.reseaux-energies.fr,false,
2023-01-10 03:00:00,France,France,FR,22.84,38.67,94.62,23.59,opendata.reseaux-energies.fr,false,
2023-01-10 04:00:00,France,France,FR,22.59,38.34,94.69,23.8,opendata.reseaux-energies.fr,false,
2023-01-10 05:00:00,France,France,FR,26.72,43.01,93.95,26.15,opendata.reseaux-energies.fr,false,
2023-01-10 06:00:00,France,France,FR,34.44,52.41,92.22,30.3,opendata.reseaux-energies.fr,false,
2023-01-10 07:00:00,France,France,FR,36.0,54.29,91.94,32.13,opendata.reseaux-energies.fr,false,
2023-01-10 08:00:00,France,France,FR,35.46,53.88,92.04,32.75,opendata.reseaux-energies.fr,false,
2023-01-10 09:00:00,France,France,FR,33.83,52.5,92.29,33.55,opendata.reseaux-energies.fr,false,
2023-01-10 10:00:00,France,France,FR,32.82,52.01,92.3,34.12,opendata.reseaux-energies.fr,false,
2023-01-10 11:00:00,France,France,FR,29.02,47.55,93.17,35.27,opendata.reseaux-energies.fr,false,
2023-01-10 12:00:00,France,France,FR,22.13,38.79,94.97,36.34,opendata.reseaux-energies.fr,false,
2023-01-10 13:00:00,France,France,FR,23.11,39.97,94.73,36.37,opendata.reseaux-energies.fr,false,
2023-01-10 14:00:00,France,France,FR,23.86,40.52,94.61,35.86,opendata.reseaux-energies.fr,false,
2023-01-10 15:00:00,France,France,FR,23.58,39.73,94.67,34.84,opendata.reseaux-energies.fr,false,
2023-01-10 16:00:00,France,France,FR,24.23,40.26,94.52,34.21,opendata.reseaux-energies.fr,false,
2023-01-10 17:00:00,France,France,FR,26.33,42.64,94.19,34.58,opendata.reseaux-energies.fr,false,
2023-01-10 18:00:00,France,France,FR,26.38,42.75,94.17,34.34,opendata.reseaux-energies.fr,false,
2023-01-10 19:00:00,France,France,FR,23.15,39.16,94.7,32.1,opendata.reseaux-energies.fr,false,
2023-01-10 20:00:00,France,France,FR,20.65,36.2,95.17,31.94,opendata.reseaux-energies.fr,false,
2023-01-10 21:00:00,France,France,FR,19.69,34.98,95.37,31.58,opendata.reseaux-energies.fr,false,
2023-01-10 22:00:00,France,France,FR,20.36,35.93,95.18,31.72,opendata.reseaux-energies.fr,false,
2023-01-10 23:00:00,France,France,FR,22.76,39.19,94.71,33.02,opendata.reseaux-energies.fr,false,
2023-01-11 00:00:00,France,France,FR,22.49,38.93,94.8,33.78,opendata.reseaux-energies.fr,false,
2023-01-11 01:00:00,France,France,FR,21.55,37.73,95.03,33.82,opendata.reseaux-energies.fr,false,
2023-01-11 02:00:00,France,France,FR,21.48,37.73,95.01,33.78,opendata.reseaux-energies.fr,false,
2023-01-11 03:00:00,France,France,FR,20.59,36.61,95.18,33.03,opendata.reseaux-energies.fr,false,
2023-01-11 04:00:00,France,France,FR,21.5,37.56,95.01,31.41,opendata.reseaux-energies.fr,false,
2023-01-11 05:00:00,France,France,FR,21.66,37.46,94.91,28.58,opendata.reseaux-energies.fr,false,
2023-01-11 06:00:00,France,France,FR,22.83,38.73,94.67,28.77,opendata.reseaux-energies.fr,false,
2023-01-11 07:00:00,France,France,FR,25.04,40.86,94.53,30.83,opendata.reseaux-energies.fr,false,
2023-01-11 08:00:00,France,France,FR,27.12,43.15,94.38,31.36,opendata.reseaux-energies.fr,false,
2023-01-11 09:00:00,France,France,FR,25.65,41.78,94.6,31.95,opendata.reseaux-energies.fr,false,
2023-01-11 10:00:00,France,France,FR,25.58,42.05,94.58,32.53,opendata.reseaux-energies.fr,false,
2023-01-11 11:00:00,France,France,FR,23.08,39.28,95.01,32.88,opendata.reseaux-energies.fr,false,
2023-01-11 12:00:00,France,France,FR,21.22,37.38,95.25,32.9,opendata.reseaux-energies.fr,false,
2023-01-11 13:00:00,France,France,FR,21.57,37.96,95.01,32.01,opendata.reseaux-energies.fr,false,
2023-01-11 14:00:00,France,France,FR,23.06,39.71,94.58,31.54,opendata.reseaux-energies.fr,false,
