Time,TZ1_OFFICEL::Des Heat Load [W],TZ1_OFFICEL:MUMBAI-SHIVAJI.INTL.AP APRIL .4% CONDNS DB=>MCWB:Des Sens Cool Load [W],TZ1_OFFICEL::Des Heat Mass Flow [kg/s],TZ1_OFFICEL:MUMBAI-SHIVAJI.INTL.AP APRIL .4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s],TZ1_OFFICEL::Des Latent Heat Load [W],TZ1_OFFICEL::Des Latent Cool Load [W],TZ1_OFFICEL::Des Latent Heat Mass Flow [kg/s],TZ1_OFFICEL::Des Latent Cool Mass Flow [kg/s],TZ1_OFFICEL::Des Heat Load No DOAS [W],TZ1_OFFICEL::Des Sens Cool Load No DOAS [W],TZ1_OFFICEL::Des Latent Heat Load No DOAS [W],TZ1_OFFICEL::Des Latent Cool Load No DOAS [W],TZ1_OFFICEL::Heating Zone Temperature [C],TZ1_OFFICEL::Heating Zone Relative Humidity [%],TZ1_OFFICEL:MUMBAI-SHIVAJI.INTL.AP APRIL .4% CONDNS DB=>MCWB:Cooling Zone Temperature [C],TZ1_OFFICEL:MUMBAI-SHIVAJI.INTL.AP APRIL .4% CONDNS DB=>MCWB:Cooling Zone Relative Humidity [%],TZ2_OFFICES::Des Heat Load [W],TZ2_OFFICES:MUMBAI-SHIVAJI.INTL.AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],TZ2_OFFICES::Des Heat Mass Flow [kg/s],TZ2_OFFICES:MUMBAI-SHIVAJI.INTL.AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],TZ2_OFFICES::Des Latent Heat Load [W],TZ2_OFFICES::Des Latent Cool Load [W],TZ2_OFFICES::Des Latent Heat Mass Flow [kg/s],TZ2_OFFICES::Des Latent Cool Mass Flow [kg/s],TZ2_OFFICES::Des Heat Load No DOAS [W],TZ2_OFFICES::Des Sens Cool Load No DOAS [W],TZ2_OFFICES::Des Latent Heat Load No DOAS [W],TZ2_OFFICES::Des Latent Cool Load No DOAS [W],TZ2_OFFICES::Heating Zone Temperature [C],TZ2_OFFICES::Heating Zone Relative Humidity [%],TZ2_OFFICES:MUMBAI-SHIVAJI.INTL.AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],TZ2_OFFICES:MUMBAI-SHIVAJI.INTL.AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],TZ3_CONFERENCE::Des Heat Load [W],TZ3_CONFERENCE:MUMBAI-SHIVAJI.INTL.AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],TZ3_CONFERENCE::Des Heat Mass Flow [kg/s],TZ3_CONFERENCE:MUMBAI-SHIVAJI.INTL.AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],TZ3_CONFERENCE::Des Latent Heat Load [W],TZ3_CONFERENCE::Des Latent Cool Load [W],TZ3_CONFERENCE::Des Latent Heat Mass Flow [kg/s],TZ3_CONFERENCE::Des Latent Cool Mass Flow [kg/s],TZ3_CONFERENCE::Des Heat Load No DOAS [W],TZ3_CONFERENCE::Des Sens Cool Load No DOAS [W],TZ3_CONFERENCE::Des Latent Heat Load No DOAS [W],TZ3_CONFERENCE::Des Latent Cool Load No DOAS [W],TZ3_CONFERENCE::Heating Zone Temperature [C],TZ3_CONFERENCE::Heating Zone Relative Humidity [%],TZ3_CONFERENCE:MUMBAI-SHIVAJI.INTL.AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],TZ3_CONFERENCE:MUMBAI-SHIVAJI.INTL.AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],TZ4_KITCHEN::Des Heat Load [W],TZ4_KITCHEN:MUMBAI-SHIVAJI.INTL.AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],TZ4_KITCHEN::Des Heat Mass Flow [kg/s],TZ4_KITCHEN:MUMBAI-SHIVAJI.INTL.AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],TZ4_KITCHEN::Des Latent Heat Load [W],TZ4_KITCHEN::Des Latent Cool Load [W],TZ4_KITCHEN::Des Latent Heat Mass Flow [kg/s],TZ4_KITCHEN::Des Latent Cool Mass Flow [kg/s],TZ4_KITCHEN::Des Heat Load No DOAS [W],TZ4_KITCHEN::Des Sens Cool Load No DOAS [W],TZ4_KITCHEN::Des Latent Heat Load No DOAS [W],TZ4_KITCHEN::Des Latent Cool Load No DOAS [W],TZ4_KITCHEN::Heating Zone Temperature [C],TZ4_KITCHEN::Heating Zone Relative Humidity [%],TZ4_KITCHEN:MUMBAI-SHIVAJI.INTL.AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],TZ4_KITCHEN:MUMBAI-SHIVAJI.INTL.AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],TZ5_OFFICEM::Des Heat Load [W],TZ5_OFFICEM:MUMBAI-SHIVAJI.INTL.AP APRIL .4% CONDNS DB=>MCWB:Des Sens Cool Load [W],TZ5_OFFICEM::Des Heat Mass Flow [kg/s],TZ5_OFFICEM:MUMBAI-SHIVAJI.INTL.AP APRIL .4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s],TZ5_OFFICEM::Des Latent Heat Load [W],TZ5_OFFICEM::Des Latent Cool Load [W],TZ5_OFFICEM::Des Latent Heat Mass Flow [kg/s],TZ5_OFFICEM::Des Latent Cool Mass Flow [kg/s],TZ5_OFFICEM::Des Heat Load No DOAS [W],TZ5_OFFICEM::Des Sens Cool Load No DOAS [W],TZ5_OFFICEM::Des Latent Heat Load No DOAS [W],TZ5_OFFICEM::Des Latent Cool Load No DOAS [W],TZ5_OFFICEM::Heating Zone Temperature [C],TZ5_OFFICEM::Heating Zone Relative Humidity [%],TZ5_OFFICEM:MUMBAI-SHIVAJI.INTL.AP APRIL .4% CONDNS DB=>MCWB:Cooling Zone Temperature [C],TZ5_OFFICEM:MUMBAI-SHIVAJI.INTL.AP APRIL .4% CONDNS DB=>MCWB:Cooling Zone Relative Humidity [%],TZ6_BREAKROOM::Des Heat Load [W],TZ6_BREAKROOM:MUMBAI-SHIVAJI.INTL.AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],TZ6_BREAKROOM::Des Heat Mass Flow [kg/s],TZ6_BREAKROOM:MUMBAI-SHIVAJI.INTL.AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],TZ6_BREAKROOM::Des Latent Heat Load [W],TZ6_BREAKROOM::Des Latent Cool Load [W],TZ6_BREAKROOM::Des Latent Heat Mass Flow [kg/s],TZ6_BREAKROOM::Des Latent Cool Mass Flow [kg/s],TZ6_BREAKROOM::Des Heat Load No DOAS [W],TZ6_BREAKROOM::Des Sens Cool Load No DOAS [W],TZ6_BREAKROOM::Des Latent Heat Load No DOAS [W],TZ6_BREAKROOM::Des Latent Cool Load No DOAS [W],TZ6_BREAKROOM::Heating Zone Temperature [C],TZ6_BREAKROOM::Heating Zone Relative Humidity [%],TZ6_BREAKROOM:MUMBAI-SHIVAJI.INTL.AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],TZ6_BREAKROOM:MUMBAI-SHIVAJI.INTL.AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%]
05:30:00,0.000000E+00,1.826871E+04,0.000000E+00,1.627782E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499609E+01,4.371509E+01,0.000000E+00,1.780344E+04,0.000000E+00,1.585981E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499848E+01,4.312674E+01,0.000000E+00,9.131022E+03,0.000000E+00,8.134769E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499768E+01,4.331214E+01,0.000000E+00,4.532702E+03,0.000000E+00,4.037867E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499846E+01,4.327483E+01,0.000000E+00,1.778741E+04,0.000000E+00,1.584808E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499671E+01,4.343730E+01,0.000000E+00,4.870988E+03,0.000000E+00,4.339774E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499706E+01,4.344835E+01
06:00:00,0.000000E+00,1.824114E+04,0.000000E+00,1.625329E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499606E+01,4.371617E+01,0.000000E+00,1.780630E+04,0.000000E+00,1.586239E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499845E+01,4.312679E+01,0.000000E+00,9.136021E+03,0.000000E+00,8.139229E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499767E+01,4.331213E+01,0.000000E+00,4.527645E+03,0.000000E+00,4.033363E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499846E+01,4.327508E+01,0.000000E+00,1.776918E+04,0.000000E+00,1.583186E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499670E+01,4.343770E+01,0.000000E+00,4.864966E+03,0.000000E+00,4.334412E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499706E+01,4.344883E+01
06:30:00,0.000000E+00,1.811671E+04,0.000000E+00,1.614245E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499604E+01,4.371699E+01,0.000000E+00,1.779441E+04,0.000000E+00,1.585182E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499844E+01,4.312680E+01,0.000000E+00,9.114836E+03,0.000000E+00,8.120360E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499766E+01,4.331186E+01,0.000000E+00,4.510206E+03,0.000000E+00,4.017829E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499846E+01,4.327529E+01,0.000000E+00,1.769888E+04,0.000000E+00,1.576923E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499669E+01,4.343800E+01,0.000000E+00,4.835148E+03,0.000000E+00,4.307848E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499705E+01,4.344925E+01
07:00:00,0.000000E+00,1.799780E+04,0.000000E+00,1.603656E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499598E+01,4.333277E+01,0.000000E+00,1.777978E+04,0.000000E+00,1.583882E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499842E+01,4.307107E+01,0.000000E+00,9.089598E+03,0.000000E+00,8.097884E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499765E+01,4.313902E+01,0.000000E+00,4.493053E+03,0.000000E+00,4.002550E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499845E+01,4.313340E+01,0.000000E+00,1.763257E+04,0.000000E+00,1.571019E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499665E+01,4.318725E+01,0.000000E+00,4.805913E+03,0.000000E+00,4.281809E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499702E+01,4.318954E+01
07:30:00,0.000000E+00,1.798830E+04,0.000000E+00,1.602749E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499687E+01,4.319493E+01,0.000000E+00,1.777919E+04,0.000000E+00,1.583819E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499859E+01,4.306745E+01,0.000000E+00,9.089444E+03,0.000000E+00,8.097580E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499812E+01,4.310686E+01,0.000000E+00,4.488930E+03,0.000000E+00,3.998814E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499881E+01,4.309602E+01,0.000000E+00,1.762608E+04,0.000000E+00,1.570395E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499733E+01,4.313508E+01,0.000000E+00,4.802211E+03,0.000000E+00,4.278388E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499768E+01,4.313815E+01
08:00:00,0.000000E+00,1.798725E+04,0.000000E+00,1.602527E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499775E+01,4.321250E+01,0.000000E+00,1.777861E+04,0.000000E+00,1.583743E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499874E+01,4.306844E+01,0.000000E+00,9.089036E+03,0.000000E+00,8.096890E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499853E+01,4.311566E+01,0.000000E+00,4.485078E+03,0.000000E+00,3.995260E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499913E+01,4.310406E+01,0.000000E+00,1.762505E+04,0.000000E+00,1.570212E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499793E+01,4.314849E+01,0.000000E+00,4.800330E+03,0.000000E+00,4.276472E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499825E+01,4.315200E+01
08:30:00,0.000000E+00,1.799448E+04,0.000000E+00,1.603072E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499823E+01,4.322685E+01,0.000000E+00,1.778050E+04,0.000000E+00,1.583891E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499887E+01,4.306790E+01,0.000000E+00,9.092179E+03,0.000000E+00,8.099441E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499879E+01,4.311602E+01,0.000000E+00,4.481620E+03,0.000000E+00,3.992090E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499930E+01,4.310651E+01,0.000000E+00,1.763155E+04,0.000000E+00,1.570722E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499830E+01,4.314985E+01,0.000000E+00,4.800466E+03,0.000000E+00,4.276419E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499858E+01,4.315323E+01
09:00:00,0.000000E+00,1.801225E+04,0.000000E+00,1.604601E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499849E+01,4.322254E+01,0.000000E+00,1.778521E+04,0.000000E+00,1.584294E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499898E+01,4.306752E+01,0.000000E+00,9.099595E+03,0.000000E+00,8.105886E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499897E+01,4.311413E+01,0.000000E+00,4.478955E+03,0.000000E+00,3.989665E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499941E+01,4.310477E+01,0.000000E+00,1.764747E+04,0.000000E+00,1.572095E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499855E+01,4.314683E+01,0.000000E+00,4.802935E+03,0.000000E+00,4.278513E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499879E+01,4.315042E+01
09:30:00,0.000000E+00,1.803888E+04,0.000000E+00,1.606942E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499866E+01,4.321843E+01,0.000000E+00,1.779146E+04,0.000000E+00,1.584836E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499907E+01,4.306727E+01,0.000000E+00,9.109314E+03,0.000000E+00,8.114430E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499910E+01,4.311352E+01,0.000000E+00,4.477287E+03,0.000000E+00,3.988146E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499948E+01,4.310405E+01,0.000000E+00,1.767169E+04,0.000000E+00,1.574222E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499873E+01,4.314573E+01,0.000000E+00,4.807709E+03,0.000000E+00,4.282696E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499894E+01,4.314956E+01
10:00:00,0.000000E+00,1.807312E+04,0.000000E+00,1.609972E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499877E+01,4.321766E+01,0.000000E+00,1.779878E+04,0.000000E+00,1.585476E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499915E+01,4.306704E+01,0.000000E+00,9.120557E+03,0.000000E+00,8.124364E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499919E+01,4.311325E+01,0.000000E+00,4.476756E+03,0.000000E+00,3.987652E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499953E+01,4.310402E+01,0.000000E+00,1.770312E+04,0.000000E+00,1.577000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499886E+01,4.314530E+01,0.000000E+00,4.814732E+03,0.000000E+00,4.288904E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499904E+01,4.314926E+01
10:30:00,0.000000E+00,1.811492E+04,0.000000E+00,1.613681E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499884E+01,4.321730E+01,0.000000E+00,1.780701E+04,0.000000E+00,1.586198E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499922E+01,4.306684E+01,0.000000E+00,9.133032E+03,0.000000E+00,8.135420E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499925E+01,4.311294E+01,0.000000E+00,4.477477E+03,0.000000E+00,3.988281E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499956E+01,4.310394E+01,0.000000E+00,1.774144E+04,0.000000E+00,1.580399E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499894E+01,4.314476E+01,0.000000E+00,4.823866E+03,0.000000E+00,4.297010E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499910E+01,4.314884E+01
11:00:00,0.000000E+00,1.816400E+04,0.000000E+00,1.618045E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499889E+01,4.321654E+01,0.000000E+00,1.781602E+04,0.000000E+00,1.586993E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499927E+01,4.306667E+01,0.000000E+00,9.146572E+03,0.000000E+00,8.147442E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499930E+01,4.311265E+01,0.000000E+00,4.479528E+03,0.000000E+00,3.990099E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499957E+01,4.310380E+01,0.000000E+00,1.778588E+04,0.000000E+00,1.584347E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499900E+01,4.314421E+01,0.000000E+00,4.834838E+03,0.000000E+00,4.306763E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499914E+01,4.314840E+01
11:30:00,0.000000E+00,1.821835E+04,0.000000E+00,1.622881E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499892E+01,4.321567E+01,0.000000E+00,1.782566E+04,0.000000E+00,1.587843E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499932E+01,4.306651E+01,0.000000E+00,9.160911E+03,0.000000E+00,8.160186E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499933E+01,4.311241E+01,0.000000E+00,4.482871E+03,0.000000E+00,3.993071E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499959E+01,4.310367E+01,0.000000E+00,1.783440E+04,0.000000E+00,1.588661E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499905E+01,4.314371E+01,0.000000E+00,4.847150E+03,0.000000E+00,4.317716E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499917E+01,4.314798E+01
